CustomerID,Age Group,Income Level,Region,Purchase Frequency,Health Preference,Brand Recall,Snack Perception
751,25-34,Low,East,Rarely,No preference,No preference,Something crunchy and tasty to enjoy.
752,65+,High,South,Monthly,Vegan,Competitor B,A guilty pleasure for movie nights.
753,45-54,Low,West,Weekly,Low-calorie,Competitor C,A healthy alternative to junk food.
754,18-24,Medium,East,Weekly,Organic,NourishAI,A quick energy boost during work.
755,45-54,High,North,Weekly,Organic,Competitor A,A way to try new flavors and ingredients.
756,65+,Medium,North,Monthly,Vegan,No preference,A way to try new flavors and ingredients.
757,18-24,High,East,Rarely,Low-calorie,Competitor A,A quick energy boost during work.
758,55-64,Low,South,Weekly,No preference,Competitor A,A way to try new flavors and ingredients.
759,35-44,Low,West,Monthly,Low-calorie,NourishAI,A healthy alternative to junk food.
760,35-44,High,West,Rarely,Low-calorie,Competitor A,A quick energy boost during work.
761,25-34,Low,West,Weekly,Organic,Competitor A,A way to try new flavors and ingredients.
762,35-44,Low,South,Monthly,Gluten-free,Competitor A,A guilty pleasure for movie nights.
763,35-44,High,West,Rarely,Low-calorie,Competitor A,A way to try new flavors and ingredients.
764,45-54,Low,West,Weekly,Organic,NourishAI,A way to try new flavors and ingredients.
765,25-34,High,West,Monthly,Gluten-free,NourishAI,A way to try new flavors and ingredients.
766,25-34,High,South,Weekly,High-protein,No preference,A guilty pleasure for movie nights.
767,35-44,Medium,South,Never,No preference,NourishAI,Something crunchy and tasty to enjoy.
768,35-44,Medium,North,Weekly,Gluten-free,NourishAI,A healthy alternative to junk food.
769,65+,Low,East,Rarely,Organic,NourishAI,Something crunchy and tasty to enjoy.
770,55-64,Low,East,Weekly,No preference,Competitor B,A quick energy boost during work.
771,65+,Medium,East,Rarely,Gluten-free,NourishAI,A healthy alternative to junk food.
772,35-44,Medium,West,Monthly,Gluten-free,Competitor A,A guilty pleasure for movie nights.
773,65+,High,East,Weekly,Organic,NourishAI,A way to try new flavors and ingredients.
774,35-44,Medium,East,Monthly,Organic,NourishAI,A healthy alternative to junk food.
775,35-44,High,West,Never,Low-calorie,Competitor C,A guilty pleasure for movie nights.
776,25-34,High,South,Never,No preference,Competitor C,A quick energy boost during work.
777,25-34,High,East,Weekly,Low-calorie,NourishAI,A way to try new flavors and ingredients.
778,45-54,High,North,Daily,Organic,Competitor A,A guilty pleasure for movie nights.
779,45-54,High,East,Rarely,Low-calorie,NourishAI,A quick energy boost during work.
780,35-44,Medium,West,Never,Low-calorie,Competitor C,A way to try new flavors and ingredients.
781,25-34,High,West,Daily,High-protein,Competitor C,Something crunchy and tasty to enjoy.
782,35-44,Low,East,Weekly,Gluten-free,Competitor A,A healthy alternative to junk food.
783,35-44,Low,South,Rarely,Gluten-free,Competitor B,Something crunchy and tasty to enjoy.
784,35-44,High,North,Monthly,Organic,NourishAI,A quick energy boost during work.
785,45-54,High,North,Weekly,High-protein,NourishAI,A healthy alternative to junk food.
786,25-34,Medium,East,Rarely,Gluten-free,NourishAI,A healthy alternative to junk food.
787,35-44,Medium,South,Rarely,Organic,NourishAI,Something crunchy and tasty to enjoy.
788,25-34,Medium,West,Rarely,No preference,NourishAI,A healthy alternative to junk food.
789,18-24,Medium,South,Monthly,Low-calorie,NourishAI,A healthy alternative to junk food.
790,18-24,High,North,Weekly,Gluten-free,Competitor A,A quick energy boost during work.
791,18-24,Low,East,Monthly,High-protein,Competitor A,A quick energy boost during work.
792,18-24,Low,West,Weekly,Vegan,No preference,A healthy alternative to junk food.
793,45-54,Low,East,Daily,No preference,NourishAI,A healthy alternative to junk food.
794,18-24,Medium,North,Monthly,No preference,Competitor B,A healthy alternative to junk food.
795,18-24,Medium,West,Weekly,Organic,NourishAI,Something crunchy and tasty to enjoy.
796,25-34,High,West,Rarely,Low-calorie,NourishAI,A quick energy boost during work.
797,65+,Low,North,Monthly,No preference,No preference,A healthy alternative to junk food.
798,45-54,Low,West,Rarely,Gluten-free,NourishAI,A guilty pleasure for movie nights.
799,18-24,Low,West,Rarely,Low-calorie,NourishAI,Something crunchy and tasty to enjoy.
800,45-54,Low,South,Monthly,No preference,Competitor A,A quick energy boost during work.
801,18-24,Medium,North,Weekly,No preference,NourishAI,A quick energy boost during work.
802,35-44,Low,West,Weekly,Vegan,NourishAI,A way to try new flavors and ingredients.
803,25-34,Medium,West,Monthly,Gluten-free,Competitor A,A way to try new flavors and ingredients.
804,45-54,High,South,Rarely,High-protein,Competitor B,A guilty pleasure for movie nights.
805,25-34,Low,East,Weekly,Gluten-free,No preference,Something crunchy and tasty to enjoy.
806,18-24,High,East,Weekly,Low-calorie,NourishAI,A way to try new flavors and ingredients.
807,45-54,Medium,West,Weekly,Low-calorie,Competitor C,A quick energy boost during work.
808,45-54,Medium,North,Monthly,Low-calorie,NourishAI,Something crunchy and tasty to enjoy.
809,65+,High,South,Monthly,Organic,NourishAI,Something crunchy and tasty to enjoy.
810,65+,Medium,East,Rarely,No preference,NourishAI,Something crunchy and tasty to enjoy.
811,18-24,Low,South,Monthly,Gluten-free,NourishAI,Something crunchy and tasty to enjoy.
812,65+,Low,East,Monthly,High-protein,NourishAI,A healthy alternative to junk food.
813,18-24,High,North,Rarely,Gluten-free,Competitor A,A quick energy boost during work.
814,65+,Low,East,Weekly,Low-calorie,Competitor B,A guilty pleasure for movie nights.
815,35-44,High,South,Rarely,Vegan,Competitor C,A healthy alternative to junk food.
816,55-64,Medium,North,Weekly,Gluten-free,Competitor C,Something crunchy and tasty to enjoy.
817,18-24,Medium,North,Monthly,Organic,No preference,Something crunchy and tasty to enjoy.
818,45-54,High,South,Weekly,Organic,NourishAI,Something crunchy and tasty to enjoy.
819,18-24,Low,North,Weekly,No preference,Competitor C,A healthy alternative to junk food.
820,65+,High,North,Weekly,High-protein,Competitor A,A way to try new flavors and ingredients.
821,18-24,Medium,South,Weekly,Vegan,Competitor C,A healthy alternative to junk food.
822,55-64,Medium,South,Weekly,Low-calorie,Competitor B,A way to try new flavors and ingredients.
823,35-44,Low,South,Monthly,No preference,Competitor A,A quick energy boost during work.
824,35-44,Medium,North,Weekly,High-protein,Competitor A,A guilty pleasure for movie nights.
825,35-44,Medium,East,Rarely,Organic,Competitor A,Something crunchy and tasty to enjoy.
826,55-64,Medium,East,Monthly,Gluten-free,No preference,A guilty pleasure for movie nights.
827,65+,High,North,Monthly,Gluten-free,Competitor A,A way to try new flavors and ingredients.
828,55-64,High,East,Daily,High-protein,Competitor A,A quick energy boost during work.
829,55-64,High,North,Weekly,No preference,Competitor C,A guilty pleasure for movie nights.
830,55-64,Medium,South,Weekly,Gluten-free,NourishAI,Something crunchy and tasty to enjoy.
831,35-44,Medium,South,Daily,Low-calorie,Competitor A,A quick energy boost during work.
832,65+,High,North,Monthly,Low-calorie,Competitor A,A way to try new flavors and ingredients.
833,35-44,Low,North,Monthly,Low-calorie,Competitor B,A guilty pleasure for movie nights.
834,35-44,Low,East,Never,Vegan,NourishAI,Something crunchy and tasty to enjoy.
835,18-24,Low,West,Weekly,Gluten-free,Competitor C,Something crunchy and tasty to enjoy.
836,55-64,Low,East,Rarely,Low-calorie,Competitor C,A healthy alternative to junk food.
837,35-44,Medium,West,Monthly,Gluten-free,Competitor C,A healthy alternative to junk food.
838,35-44,High,South,Never,No preference,Competitor A,A guilty pleasure for movie nights.
839,45-54,High,North,Rarely,Vegan,Competitor C,A guilty pleasure for movie nights.
840,18-24,High,East,Rarely,Gluten-free,NourishAI,Something crunchy and tasty to enjoy.
841,25-34,Medium,South,Monthly,Organic,Competitor B,A quick energy boost during work.
842,45-54,High,East,Monthly,No preference,Competitor C,A guilty pleasure for movie nights.
843,45-54,Medium,North,Never,Gluten-free,Competitor C,A healthy alternative to junk food.
844,18-24,High,North,Weekly,Organic,NourishAI,Something crunchy and tasty to enjoy.
845,18-24,Low,West,Rarely,Organic,NourishAI,Something crunchy and tasty to enjoy.
846,45-54,Low,South,Weekly,Gluten-free,Competitor A,A healthy alternative to junk food.
847,65+,Low,North,Weekly,Organic,Competitor A,A healthy alternative to junk food.
848,25-34,Medium,West,Weekly,Low-calorie,Competitor A,A way to try new flavors and ingredients.
849,65+,Medium,East,Monthly,High-protein,NourishAI,A way to try new flavors and ingredients.
850,25-34,Medium,North,Weekly,No preference,Competitor B,Something crunchy and tasty to enjoy.
851,35-44,Medium,North,Monthly,High-protein,NourishAI,Something crunchy and tasty to enjoy.
852,25-34,Medium,East,Weekly,Low-calorie,No preference,A quick energy boost during work.
853,35-44,High,South,Weekly,Vegan,NourishAI,A guilty pleasure for movie nights.
854,65+,High,North,Weekly,No preference,NourishAI,A guilty pleasure for movie nights.
855,25-34,Low,West,Monthly,Gluten-free,Competitor A,A guilty pleasure for movie nights.
856,55-64,High,South,Monthly,Gluten-free,Competitor C,A way to try new flavors and ingredients.
857,18-24,High,East,Monthly,No preference,Competitor A,A quick energy boost during work.
858,45-54,Medium,West,Monthly,Organic,Competitor A,A guilty pleasure for movie nights.
859,18-24,High,North,Weekly,Gluten-free,No preference,A way to try new flavors and ingredients.
860,25-34,High,West,Monthly,Vegan,No preference,Something crunchy and tasty to enjoy.
861,55-64,Medium,North,Weekly,Organic,Competitor C,A healthy alternative to junk food.
862,55-64,Low,West,Weekly,No preference,Competitor A,A guilty pleasure for movie nights.
863,18-24,Low,West,Weekly,No preference,Competitor A,A way to try new flavors and ingredients.
864,35-44,Low,South,Weekly,Gluten-free,Competitor A,A healthy alternative to junk food.
865,45-54,High,South,Monthly,High-protein,Competitor B,A way to try new flavors and ingredients.
866,45-54,Medium,South,Monthly,Vegan,Competitor A,A way to try new flavors and ingredients.
867,35-44,High,West,Weekly,Gluten-free,No preference,A quick energy boost during work.
868,25-34,Low,West,Weekly,Organic,Competitor A,Something crunchy and tasty to enjoy.
869,65+,Low,South,Rarely,High-protein,Competitor A,Something crunchy and tasty to enjoy.
870,18-24,High,East,Monthly,Vegan,Competitor B,A quick energy boost during work.
871,55-64,Medium,North,Monthly,Gluten-free,Competitor A,A way to try new flavors and ingredients.
872,55-64,High,North,Never,Gluten-free,No preference,A quick energy boost during work.
873,35-44,High,West,Monthly,Organic,NourishAI,A healthy alternative to junk food.
874,45-54,Low,East,Weekly,Vegan,No preference,Something crunchy and tasty to enjoy.
875,45-54,High,North,Never,No preference,NourishAI,A quick energy boost during work.
876,45-54,Low,North,Monthly,Low-calorie,Competitor B,A way to try new flavors and ingredients.
877,65+,Low,South,Monthly,No preference,NourishAI,Something crunchy and tasty to enjoy.
878,25-34,High,West,Weekly,Gluten-free,Competitor A,A way to try new flavors and ingredients.
879,65+,Medium,East,Never,Organic,No preference,A healthy alternative to junk food.
880,18-24,Medium,South,Monthly,No preference,Competitor B,A healthy alternative to junk food.
881,18-24,Medium,East,Monthly,High-protein,NourishAI,A healthy alternative to junk food.
882,65+,High,East,Weekly,Vegan,NourishAI,Something crunchy and tasty to enjoy.
883,25-34,Low,North,Never,Gluten-free,NourishAI,Something crunchy and tasty to enjoy.
884,18-24,High,South,Weekly,No preference,Competitor B,A healthy alternative to junk food.
885,55-64,Medium,West,Weekly,Organic,NourishAI,A guilty pleasure for movie nights.
886,65+,Medium,West,Monthly,No preference,Competitor C,A healthy alternative to junk food.
887,55-64,Low,South,Rarely,Low-calorie,Competitor C,A guilty pleasure for movie nights.
888,55-64,Low,East,Rarely,High-protein,NourishAI,A healthy alternative to junk food.
889,25-34,Low,South,Monthly,High-protein,NourishAI,A guilty pleasure for movie nights.
890,18-24,Low,West,Weekly,Low-calorie,No preference,A quick energy boost during work.
891,25-34,High,North,Daily,Organic,Competitor A,A way to try new flavors and ingredients.
892,65+,Low,South,Weekly,High-protein,Competitor B,A quick energy boost during work.
893,65+,Medium,East,Weekly,No preference,NourishAI,A guilty pleasure for movie nights.
894,55-64,High,West,Never,Low-calorie,NourishAI,A healthy alternative to junk food.
895,45-54,Medium,South,Weekly,Organic,Competitor C,Something crunchy and tasty to enjoy.
896,65+,Medium,East,Rarely,High-protein,NourishAI,A guilty pleasure for movie nights.
897,25-34,Low,South,Weekly,Organic,NourishAI,Something crunchy and tasty to enjoy.
898,65+,Low,East,Monthly,Vegan,Competitor A,A guilty pleasure for movie nights.
899,65+,Low,West,Weekly,Low-calorie,Competitor B,A way to try new flavors and ingredients.
900,45-54,Medium,South,Weekly,Vegan,NourishAI,Something crunchy and tasty to enjoy.
901,35-44,Medium,South,Monthly,High-protein,Competitor A,A quick energy boost during work.
902,65+,High,East,Never,Organic,Competitor B,A quick energy boost during work.
903,45-54,Medium,South,Monthly,Vegan,Competitor C,A guilty pleasure for movie nights.
904,25-34,High,West,Monthly,Gluten-free,NourishAI,A way to try new flavors and ingredients.
905,65+,Low,South,Weekly,Low-calorie,NourishAI,A way to try new flavors and ingredients.
906,18-24,Low,East,Rarely,Organic,Competitor C,Something crunchy and tasty to enjoy.
907,18-24,High,East,Monthly,High-protein,NourishAI,A healthy alternative to junk food.
908,25-34,Medium,South,Monthly,Gluten-free,NourishAI,A quick energy boost during work.
909,45-54,High,West,Monthly,Vegan,Competitor C,Something crunchy and tasty to enjoy.
910,35-44,Low,East,Monthly,No preference,NourishAI,A quick energy boost during work.
911,25-34,Medium,West,Never,No preference,NourishAI,A quick energy boost during work.
912,25-34,High,North,Monthly,Organic,Competitor C,Something crunchy and tasty to enjoy.
913,45-54,Low,East,Rarely,Low-calorie,Competitor A,A way to try new flavors and ingredients.
914,55-64,Medium,North,Monthly,No preference,Competitor B,A guilty pleasure for movie nights.
915,55-64,Medium,South,Monthly,Low-calorie,NourishAI,A quick energy boost during work.
916,45-54,High,North,Weekly,Vegan,No preference,A healthy alternative to junk food.
917,35-44,High,West,Rarely,Vegan,Competitor A,Something crunchy and tasty to enjoy.
918,45-54,Medium,North,Never,Low-calorie,Competitor C,A quick energy boost during work.
919,65+,Low,North,Monthly,Low-calorie,Competitor C,A quick energy boost during work.
920,65+,Medium,East,Weekly,Organic,Competitor B,A healthy alternative to junk food.
921,55-64,Medium,East,Weekly,High-protein,Competitor C,A healthy alternative to junk food.
922,45-54,High,East,Rarely,Organic,Competitor A,A quick energy boost during work.
923,45-54,Medium,South,Daily,No preference,NourishAI,A quick energy boost during work.
924,35-44,High,North,Rarely,High-protein,NourishAI,A way to try new flavors and ingredients.
925,65+,Low,North,Monthly,High-protein,NourishAI,A guilty pleasure for movie nights.
926,45-54,Medium,East,Weekly,No preference,NourishAI,A way to try new flavors and ingredients.
927,55-64,High,West,Weekly,Vegan,NourishAI,A healthy alternative to junk food.
928,65+,Low,North,Weekly,Gluten-free,No preference,A guilty pleasure for movie nights.
929,65+,Medium,East,Weekly,No preference,Competitor C,A quick energy boost during work.
930,18-24,Low,East,Weekly,Vegan,Competitor A,A way to try new flavors and ingredients.
931,65+,Medium,South,Rarely,Organic,Competitor C,A way to try new flavors and ingredients.
932,18-24,Medium,West,Daily,Vegan,Competitor A,A way to try new flavors and ingredients.
933,35-44,Low,South,Daily,High-protein,NourishAI,A way to try new flavors and ingredients.
934,18-24,Low,North,Never,High-protein,No preference,A healthy alternative to junk food.
935,25-34,Medium,South,Daily,No preference,Competitor A,A quick energy boost during work.
936,25-34,Low,North,Weekly,No preference,Competitor C,A healthy alternative to junk food.
937,18-24,Medium,South,Daily,Gluten-free,No preference,Something crunchy and tasty to enjoy.
938,55-64,High,West,Monthly,No preference,Competitor B,A guilty pleasure for movie nights.
939,25-34,Low,East,Monthly,Gluten-free,Competitor C,A way to try new flavors and ingredients.
940,65+,Low,East,Weekly,Low-calorie,NourishAI,A guilty pleasure for movie nights.
941,45-54,Low,East,Never,Gluten-free,Competitor C,A quick energy boost during work.
942,55-64,Low,North,Monthly,Organic,NourishAI,A guilty pleasure for movie nights.
943,65+,Medium,North,Weekly,Gluten-free,NourishAI,Something crunchy and tasty to enjoy.
944,65+,High,East,Rarely,No preference,Competitor C,A quick energy boost during work.
945,55-64,Medium,North,Monthly,Vegan,Competitor B,A way to try new flavors and ingredients.
946,55-64,Low,South,Weekly,High-protein,No preference,A healthy alternative to junk food.
947,25-34,Low,West,Monthly,Low-calorie,NourishAI,Something crunchy and tasty to enjoy.
948,25-34,Medium,North,Monthly,Organic,NourishAI,A quick energy boost during work.
949,25-34,High,North,Daily,No preference,Competitor B,Something crunchy and tasty to enjoy.
950,65+,High,North,Monthly,Vegan,NourishAI,A quick energy boost during work.
951,65+,Low,South,Weekly,Gluten-free,NourishAI,Something crunchy and tasty to enjoy.
952,18-24,Medium,North,Monthly,No preference,Competitor C,A way to try new flavors and ingredients.
953,55-64,Low,West,Daily,Low-calorie,Competitor A,A quick energy boost during work.
954,35-44,Low,East,Daily,Gluten-free,NourishAI,A healthy alternative to junk food.
955,18-24,High,East,Monthly,Organic,Competitor C,A quick energy boost during work.
956,55-64,Low,East,Rarely,Gluten-free,Competitor B,A guilty pleasure for movie nights.
957,18-24,High,North,Daily,Gluten-free,NourishAI,A healthy alternative to junk food.
958,55-64,High,West,Monthly,High-protein,NourishAI,A way to try new flavors and ingredients.
959,25-34,Medium,West,Weekly,Low-calorie,Competitor A,A way to try new flavors and ingredients.
960,25-34,High,West,Rarely,Gluten-free,NourishAI,Something crunchy and tasty to enjoy.
961,35-44,Medium,North,Monthly,Organic,Competitor C,A way to try new flavors and ingredients.
962,45-54,High,South,Monthly,High-protein,NourishAI,A way to try new flavors and ingredients.
963,18-24,Low,West,Daily,High-protein,Competitor C,A quick energy boost during work.
964,18-24,High,South,Monthly,Vegan,Competitor A,A healthy alternative to junk food.
965,18-24,High,West,Rarely,Vegan,Competitor A,A way to try new flavors and ingredients.
966,45-54,Low,South,Weekly,Organic,Competitor C,A quick energy boost during work.
967,45-54,High,West,Monthly,Organic,Competitor A,A guilty pleasure for movie nights.
968,55-64,Low,South,Monthly,Gluten-free,NourishAI,A healthy alternative to junk food.
969,45-54,High,North,Monthly,No preference,NourishAI,A healthy alternative to junk food.
970,25-34,High,South,Weekly,Low-calorie,No preference,A guilty pleasure for movie nights.
971,45-54,Medium,West,Monthly,No preference,Competitor B,A guilty pleasure for movie nights.
972,18-24,Medium,North,Weekly,Vegan,Competitor C,A quick energy boost during work.
973,18-24,Medium,East,Monthly,Gluten-free,Competitor C,A quick energy boost during work.
974,55-64,Low,West,Weekly,Organic,Competitor C,A healthy alternative to junk food.
975,45-54,Medium,West,Weekly,Low-calorie,Competitor B,A quick energy boost during work.
976,25-34,High,East,Weekly,No preference,Competitor B,Something crunchy and tasty to enjoy.
977,18-24,High,South,Never,No preference,NourishAI,A healthy alternative to junk food.
978,25-34,Medium,North,Monthly,Gluten-free,Competitor B,A way to try new flavors and ingredients.
979,35-44,Medium,West,Weekly,Gluten-free,Competitor C,Something crunchy and tasty to enjoy.
980,35-44,Low,West,Weekly,Vegan,NourishAI,A healthy alternative to junk food.
981,45-54,Medium,South,Weekly,No preference,NourishAI,Something crunchy and tasty to enjoy.
982,18-24,Medium,South,Never,Gluten-free,Competitor B,A way to try new flavors and ingredients.
983,18-24,High,East,Monthly,No preference,Competitor C,A way to try new flavors and ingredients.
984,55-64,Medium,West,Daily,Vegan,NourishAI,A healthy alternative to junk food.
985,18-24,High,South,Rarely,No preference,Competitor A,Something crunchy and tasty to enjoy.
986,55-64,High,West,Weekly,No preference,NourishAI,Something crunchy and tasty to enjoy.
987,65+,Medium,West,Monthly,Gluten-free,NourishAI,Something crunchy and tasty to enjoy.
988,18-24,High,East,Daily,Gluten-free,Competitor B,Something crunchy and tasty to enjoy.
989,45-54,Low,East,Weekly,Vegan,NourishAI,A quick energy boost during work.
990,45-54,High,East,Daily,High-protein,NourishAI,A way to try new flavors and ingredients.
991,35-44,Medium,East,Monthly,Gluten-free,NourishAI,Something crunchy and tasty to enjoy.
992,45-54,Medium,North,Weekly,Organic,Competitor A,A way to try new flavors and ingredients.
993,55-64,Low,West,Weekly,No preference,NourishAI,A healthy alternative to junk food.
994,25-34,Low,East,Monthly,Organic,Competitor A,A way to try new flavors and ingredients.
995,25-34,Medium,North,Monthly,Organic,Competitor B,A way to try new flavors and ingredients.
996,45-54,Low,West,Weekly,No preference,Competitor B,A quick energy boost during work.
997,45-54,Medium,South,Monthly,Vegan,NourishAI,A way to try new flavors and ingredients.
998,65+,Medium,East,Monthly,Organic,Competitor B,A guilty pleasure for movie nights.
999,35-44,Low,North,Monthly,Gluten-free,Competitor C,A way to try new flavors and ingredients.
1000,25-34,Medium,East,Rarely,Organic,NourishAI,A quick energy boost during work.
